"CELL_NODE_ID","VENDOR","NODEID","CELLID","NODENAME","CELLNAME","DATEADDED","OBJECTNAME"
"","NOKIA SIEMENS","102385","12","HN_LBN_THACH_CAU","HN_LBN_THACH_CAU_M4BB",03-AUG-22 00:00:00,"PLMN-PLMN/MRBTS-102385/LNBTS-102385/LNCEL-12"
"","NOKIA SIEMENS","150506","13","QAQS40","QAQS40M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150506/LNBTS-150506/LNCEL-13"
"","NOKIA SIEMENS","150501","11","QAQS13","QAQS13M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150501/LNBTS-150501/LNCEL-11"
"","NOKIA SIEMENS","521270","11","VULD19","VULD19M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521270/LNBTS-521270/LNCEL-11"
"","NOKIA SIEMENS","130281","13","BDHA12","BDHA12M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130281/LNBTS-130281/LNCEL-13"
"","NOKIA SIEMENS","594919","13","NTPR18","NTPR18M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-594919/LNBTS-594919/LNCEL-13"
"","NOKIA SIEMENS","390678","11","QHMC02","QHMC02M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390678/LNBTS-390678/LNCEL-11"
"","NOKIA SIEMENS","115120","13","HGV019","HGV019M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115120/LNBTS-115120/LNCEL-13"
"","NOKIA SIEMENS","546636","12","BPDA73","BPDA73M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-546636/LNBTS-546636/LNCEL-12"
"","NOKIA SIEMENS","101446","18","HHI013","HHI013I4BK",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101446/LNBTS-101446/LNCEL-18"
"","NOKIA SIEMENS","586233","12","LATH12","LATH12M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-586233/LNBTS-586233/LNCEL-12"
"","NOKIA SIEMENS","130285","11","BDHN21","BDHN21M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130285/LNBTS-130285/LNCEL-11"
"","NOKIA SIEMENS","180320","11","HUPL87","HUPL87M4BA",04-JAN-22 00:00:00,"PLMN-PLMN/MRBTS-180320/LNBTS-180320/LNCEL-11"
"","NOKIA SIEMENS","574243","13","LDBL40","LDBL40M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-574243/LNBTS-574243/LNCEL-13"
"","NOKIA SIEMENS","140114","13","PYPY43","PYPY43M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-140114/LNBTS-140114/LNCEL-13"
"","NOKIA SIEMENS","180083","13","HUPL53","HUPL53M4BC",23-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180083/LNBTS-180083/LNCEL-13"
"","NOKIA SIEMENS","490172","16","GLCU09","GLCU09M4CC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490172/LNBTS-490172/LNCEL-16"
"","NOKIA SIEMENS","531881","17","BDDA30","BDDA30M4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531881/LNBTS-531881/LNCEL-17"
"","NOKIA SIEMENS","563141","12","DNNT38","DNNT38C4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-563141/LNBTS-563141/LNCEL-12"
"","NOKIA SIEMENS","180286","12","HUPD17","HUPD17M4BB",13-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180286/LNBTS-180286/LNCEL-12"
"","NOKIA SIEMENS","390177","12","QHDT39","QHDT39M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390177/LNBTS-390177/LNCEL-12"
"","NOKIA SIEMENS","115163","11","HGV062","HGV062M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115163/LNBTS-115163/LNCEL-11"
"","NOKIA SIEMENS","390631","13","QHHL9E","QHHL9EM4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390631/LNBTS-390631/LNCEL-13"
"","NOKIA SIEMENS","500244","12","KHCR47","KHCR47M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500244/LNBTS-500244/LNCEL-12"
"","NOKIA SIEMENS","390721","13","QHMC74","QHMC74M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390721/LNBTS-390721/LNCEL-13"
"","NOKIA SIEMENS","540465","11","BPBL08","BPBL08M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-540465/LNBTS-540465/LNCEL-11"
"","NOKIA SIEMENS","582943","12","LACD39","LACD39M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-582943/LNBTS-582943/LNCEL-12"
"","NOKIA SIEMENS","470142","13","DGGN27","DGGN27M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-470142/LNBTS-470142/LNCEL-13"
"","NOKIA SIEMENS","390288","12","QHUB47","QHUB47M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390288/LNBTS-390288/LNCEL-12"
"","NOKIA SIEMENS","102126","11","H2_CMY_XUAN_SEN","H2_CMY_XUAN_SEN_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102126/LNBTS-102126/LNCEL-11"
"","NOKIA SIEMENS","115958","12","HHM157","HHM157M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115958/LNBTS-115958/LNCEL-12"
"","NOKIA SIEMENS","140101","13","PYPH11","PYPH11M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-140101/LNBTS-140101/LNCEL-13"
"","NOKIA SIEMENS","702511","13","TGGC01","TGGC01M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702511/LNBTS-702511/LNCEL-13"
"","NOKIA SIEMENS","380131","11","LSCL30","LSCL30M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-380131/LNBTS-380131/LNCEL-11"
"","NOKIA SIEMENS","103415","12","HBL200","HBL200C4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103415/LNBTS-103415/LNCEL-12"
"","NOKIA SIEMENS","702678","11","TGCT10","TGCT10M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702678/LNBTS-702678/LNCEL-11"
"","NOKIA SIEMENS","103418","11","HCY292","HCY292C4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103418/LNBTS-103418/LNCEL-11"
"","NOKIA SIEMENS","470018","12","DGCJ01","DGCJ01M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-470018/LNBTS-470018/LNCEL-12"
"","NOKIA SIEMENS","170007","11","QTDH17","QTDH17M4BA",09-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170007/LNBTS-170007/LNCEL-11"
"","NOKIA SIEMENS","102392","13","HN_LBN_VIN_HARMONY_4","HN_LBN_VIN_HARMONY_4_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102392/LNBTS-102392/LNCEL-13"
"","NOKIA SIEMENS","390690","12","QHMC21","QHMC21M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390690/LNBTS-390690/LNCEL-12"
"","NOKIA SIEMENS","520135","12","VUXM74","VUXM74M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-520135/LNBTS-520135/LNCEL-12"
"","NOKIA SIEMENS","150579","11","QANT26","QANT26M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150579/LNBTS-150579/LNCEL-11"
"","NOKIA SIEMENS","480454","11","DLKA34","DLKA34M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480454/LNBTS-480454/LNCEL-11"
"","NOKIA SIEMENS","103414","11","HN_SSN_TAN_AN_","HN_SSN_TAN_AN_M4BA",13-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-103414/LNBTS-103414/LNCEL-11"
"","NOKIA SIEMENS","390155","11","QHDT01","QHDT01M4BA",24-MAY-23 00:00:00,"PLMN-PLMN/MRBTS-390155/LNBTS-390155/LNCEL-11"
"","NOKIA SIEMENS","571133","13","LDLA28","LDLA28M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-571133/LNBTS-571133/LNCEL-13"
"","NOKIA SIEMENS","522599","17","VUVT5E","VUVT5EM4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-522599/LNBTS-522599/LNCEL-17"
"","NOKIA SIEMENS","130154","11","BDQN1K","BDQN1KM4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130154/LNBTS-130154/LNCEL-11"
"","NOKIA SIEMENS","160172","12","QNQN33","QNQN33M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160172/LNBTS-160172/LNCEL-12"
"","NOKIA SIEMENS","702833","13","TGCL63","TGCL63M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702833/LNBTS-702833/LNCEL-13"
"","NOKIA SIEMENS","685874","13","KGPQ73","KGPQ73M4BF",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-685874/LNBTS-685874/LNCEL-13"
"","NOKIA SIEMENS","521809","12","VUVT85","VUVT85M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521809/LNBTS-521809/LNCEL-12"
"","NOKIA SIEMENS","101210","18","HCY217","HCY217I4BK",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101210/LNBTS-101210/LNCEL-18"
"","NOKIA SIEMENS","102022","12","H2_BVI_BA_VI","H2_BVI_BA_VI_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102022/LNBTS-102022/LNCEL-12"
"","NOKIA SIEMENS","553953","12","PTTP02","PTTP02M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-553953/LNBTS-553953/LNCEL-12"
"","NOKIA SIEMENS","551436","12","PTLG27","PTLG27M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-551436/LNBTS-551436/LNCEL-12"
"","NOKIA SIEMENS","115956","13","HHM155","HHM155M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115956/LNBTS-115956/LNCEL-13"
"","NOKIA SIEMENS","572696","12","LDDA42","LDDA42M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-572696/LNBTS-572696/LNCEL-12"
"","NOKIA SIEMENS","130000","17","BDQN01","BDQN01M4BD",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130000/LNBTS-130000/LNCEL-17"
"","NOKIA SIEMENS","574323","12","LDLA22","LDLA22M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-574323/LNBTS-574323/LNCEL-12"
"","NOKIA SIEMENS","684756","13","KGPQ03","KGPQ03M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-684756/LNBTS-684756/LNCEL-13"
"","NOKIA SIEMENS","170095","13","QTGL11","QTGL11M4BC",07-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170095/LNBTS-170095/LNCEL-13"
"","NOKIA SIEMENS","100704","12","HN_LBN_TRUONG_LAM","HN_LBN_TRUONG_LAM_B_LTE",07-OCT-21 00:00:00,"PLMN-PLMN/MRBTS-100704/LNBTS-100704/LNCEL-12"
"","NOKIA SIEMENS","190101","13","DB_DBN_BAN_CANG","DB_DBN_BAN_CANG_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190101/LNBTS-190101/LNCEL-13"
"","NOKIA SIEMENS","150190","12","QANS01","QANS01M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150190/LNBTS-150190/LNCEL-12"
"","NOKIA SIEMENS","480466","11","DLKG14","DLKG14C4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480466/LNBTS-480466/LNCEL-11"
"","NOKIA SIEMENS","574775","11","LDLH24","LDLH24M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-574775/LNBTS-574775/LNCEL-11"
"","NOKIA SIEMENS","180258","11","HUHU3J","HUHU3JM4BA",03-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180258/LNBTS-180258/LNCEL-11"
"","NOKIA SIEMENS","130211","14","BDPM36","BDPM36M4CA",21-NOV-22 00:00:00,"PLMN-PLMN/MRBTS-130211/LNBTS-130211/LNCEL-14"
"","NOKIA SIEMENS","390692","12","QHMC24","QHMC24M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390692/LNBTS-390692/LNCEL-12"
"","NOKIA SIEMENS","160271","11","QNSH12","QNSH12M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160271/LNBTS-160271/LNCEL-11"
"","NOKIA SIEMENS","591895","11","NTPR44","NTPR44M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-591895/LNBTS-591895/LNCEL-11"
"","NOKIA SIEMENS","113730","11","H12129","H12129M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-113730/LNBTS-113730/LNCEL-11"
"","NOKIA SIEMENS","582946","11","LAHO68","LAHO68M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-582946/LNBTS-582946/LNCEL-11"
"","NOKIA SIEMENS","500212","11","KHNT80","KHNT80M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500212/LNBTS-500212/LNCEL-11"
"","NOKIA SIEMENS","532532","13","BDTA1I","BDTA1IM4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-532532/LNBTS-532532/LNCEL-13"
"","NOKIA SIEMENS","530461","13","BDTU45","BDTU45M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-530461/LNBTS-530461/LNCEL-13"
"","NOKIA SIEMENS","120593","12","DNHW15","DNHW15M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-120593/LNBTS-120593/LNCEL-12"
"","NOKIA SIEMENS","560267","13","DNXL56","DNXL56M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-560267/LNBTS-560267/LNCEL-13"
"","NOKIA SIEMENS","390531","11","QHCP65","QHCP65M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390531/LNBTS-390531/LNCEL-11"
"","NOKIA SIEMENS","101603","13","HN_SSN_PHU_MINH_2","HN_SSN_PHU_MINH_2_C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101603/LNBTS-101603/LNCEL-13"
"","NOKIA SIEMENS","180148","12","HUPL10","HUPL10B_LTE",02-JUL-21 00:00:00,"PLMN-PLMN/MRBTS-180148/LNBTS-180148/LNCEL-12"
"","NOKIA SIEMENS","500038","12","KHNT1Y","KHNT1YM4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500038/LNBTS-500038/LNCEL-12"
"","NOKIA SIEMENS","100318","11","HDD144","HDD144M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100318/LNBTS-100318/LNCEL-11"
"","NOKIA SIEMENS","531661","12","BDTM10","BDTM10M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531661/LNBTS-531661/LNCEL-12"
"","NOKIA SIEMENS","101475","18","HCY730","HCY730I4BN",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101475/LNBTS-101475/LNCEL-18"
"","NOKIA SIEMENS","563324","12","DNVC23","DNVC23M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-563324/LNBTS-563324/LNCEL-12"
"","NOKIA SIEMENS","180146","14","HUPL05","HUPL05D_LTE",02-JUN-21 00:00:00,"PLMN-PLMN/MRBTS-180146/LNBTS-180146/LNCEL-14"
"","NOKIA SIEMENS","102259","18","HHB034","HHB034I4BK",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102259/LNBTS-102259/LNCEL-18"
"","NOKIA SIEMENS","190165","12","DB_DBP_THANH_BINH","DB_DBP_THANH_BINH_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190165/LNBTS-190165/LNCEL-12"
"","NOKIA SIEMENS","102620","11","HTN021","HTN021M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102620/LNBTS-102620/LNCEL-11"
"","NOKIA SIEMENS","553601","12","PTBB00","PTBB00M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-553601/LNBTS-553601/LNCEL-12"
"","NOKIA SIEMENS","560308","12","DNLT35","DNLT35M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-560308/LNBTS-560308/LNCEL-12"
"","NOKIA SIEMENS","586201","13","LAMH11","LAMH11M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-586201/LNBTS-586201/LNCEL-13"
"","NOKIA SIEMENS","536550","17","BDTAA6","BDTAA6M4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-536550/LNBTS-536550/LNCEL-17"
"","NOKIA SIEMENS","702612","11","TGCY02","TGCY02M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702612/LNBTS-702612/LNCEL-11"
"","NOKIA SIEMENS","180053","13","HUHU1H","HUHU1HM4BC",25-NOV-21 00:00:00,"PLMN-PLMN/MRBTS-180053/LNBTS-180053/LNCEL-13"
"","NOKIA SIEMENS","530847","17","BDDA64","BDDA64C4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-530847/LNBTS-530847/LNCEL-17"
"","NOKIA SIEMENS","546647","11","BPDO30","BPDO30M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-546647/LNBTS-546647/LNCEL-11"
"","NOKIA SIEMENS","170022","12","QTDH10","QTDH10M4BB",07-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170022/LNBTS-170022/LNCEL-12"
"","NOKIA SIEMENS","112668","11","HTD253","HTD253M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-112668/LNBTS-112668/LNCEL-11"
"","NOKIA SIEMENS","521249","12","VUBR38","VUBR38M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521249/LNBTS-521249/LNCEL-12"
"","NOKIA SIEMENS","103259","17","HCY173","HCY173I4BJ",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103259/LNBTS-103259/LNCEL-17"
"","NOKIA SIEMENS","684728","11","KGPQ06","KGPQ06M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-684728/LNBTS-684728/LNCEL-11"
"","NOKIA SIEMENS","114622","12","HTB121","HTB121M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-114622/LNBTS-114622/LNCEL-12"
"","NOKIA SIEMENS","390502","11","QHBC01","QHBC01M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390502/LNBTS-390502/LNCEL-11"
"","NOKIA SIEMENS","702791","11","TGGT27","TGGT27M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702791/LNBTS-702791/LNCEL-11"
"","NOKIA SIEMENS","160233","11","QNBS41","QNBS41M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160233/LNBTS-160233/LNCEL-11"
"","NOKIA SIEMENS","330150","11","CBG_NBH_YEN_LAC_2","CBG_NBH_YEN_LAC_2_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-330150/LNBTS-330150/LNCEL-11"
"","NOKIA SIEMENS","553989","13","PTTB71","PTTB71M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-553989/LNBTS-553989/LNCEL-13"
"","NOKIA SIEMENS","115981","11","HHM180","HHM180M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115981/LNBTS-115981/LNCEL-11"
"","NOKIA SIEMENS","340093","12","HGG_XMN_NA_CHI","HGG_XMN_NA_CHI_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-340093/LNBTS-340093/LNCEL-12"
"","NOKIA SIEMENS","390591","13","QHHL0E","QHHL0EM4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390591/LNBTS-390591/LNCEL-13"
"","NOKIA SIEMENS","103220","11","HTX158","HTX158M4BA",20-APR-22 09:00:19,"PLMN-PLMN/MRBTS-103220/LNBTS-103220/LNCEL-11"
"","NOKIA SIEMENS","230151","12","LC_LCI_LAO_CAI_2","LC_LCI_LAO_CAI_2_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-230151/LNBTS-230151/LNCEL-12"
"","NOKIA SIEMENS","160313","12","QNTN62","QNTN62C4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160313/LNBTS-160313/LNCEL-12"
"","NOKIA SIEMENS","390552","13","QHDH03","QHDH03M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390552/LNBTS-390552/LNCEL-13"
"","NOKIA SIEMENS","684777","12","KGPQ16","KGPQ16M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-684777/LNBTS-684777/LNCEL-12"
"","NOKIA SIEMENS","606031","12","TYMC15","TYMC15M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-606031/LNBTS-606031/LNCEL-12"
"","NOKIA SIEMENS","574129","12","LDDA28","LDDA28M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-574129/LNBTS-574129/LNCEL-12"
"","NOKIA SIEMENS","120457","11","DNHV34","DNHV34M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-120457/LNBTS-120457/LNCEL-11"
"","NOKIA SIEMENS","560038","11","DNNTA4","DNNTA4M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-560038/LNBTS-560038/LNCEL-11"
"","NOKIA SIEMENS","120410","12","DNST76","DNST76M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-120410/LNBTS-120410/LNCEL-12"
"","NOKIA SIEMENS","542161","11","BPCT34","BPCT34M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-542161/LNBTS-542161/LNCEL-11"
"","NOKIA SIEMENS","170116","13","QTHL25","QTHL25M4BC",20-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170116/LNBTS-170116/LNCEL-13"
"","NOKIA SIEMENS","170091","11","QTGL04","QTGL04M4BA",08-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170091/LNBTS-170091/LNCEL-11"
"","NOKIA SIEMENS","150332","11","QATB26","QATB26M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150332/LNBTS-150332/LNCEL-11"
"","NOKIA SIEMENS","103278","17","HN_LBN_HH2AB_GIA_THUY_IBC","HN_LBN_HH2AB_GIA_THUY_IBC_I4BJ",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103278/LNBTS-103278/LNCEL-17"
"","NOKIA SIEMENS","531899","17","BDDA52","BDDA52M4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531899/LNBTS-531899/LNCEL-17"
"","NOKIA SIEMENS","100391","13","HHB086","HHB086M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100391/LNBTS-100391/LNCEL-13"
"","NOKIA SIEMENS","500047","17","KHNT2F","KHNT2FI4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500047/LNBTS-500047/LNCEL-17"
"","NOKIA SIEMENS","180243","12","HUHU27","HUHU27M4BB",15-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180243/LNBTS-180243/LNCEL-12"
"","NOKIA SIEMENS","532156","18","BDBC55","BDBC55M4CB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-532156/LNBTS-532156/LNCEL-18"
"","NOKIA SIEMENS","170277","13","QTVL42","QTVL42M4BC",08-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170277/LNBTS-170277/LNCEL-13"
"","NOKIA SIEMENS","114654","11","HTB153","HTB153C4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-114654/LNBTS-114654/LNCEL-11"
"","NOKIA SIEMENS","160089","12","QNQN2G","QNQN2GM4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160089/LNBTS-160089/LNCEL-12"
"","NOKIA SIEMENS","113618","11","H12017","H12017M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-113618/LNBTS-113618/LNCEL-11"
"","NOKIA SIEMENS","103240","11","HUG004","HUG004C4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103240/LNBTS-103240/LNCEL-11"
"","NOKIA SIEMENS","702964","12","TGCG51","TGCG51M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702964/LNBTS-702964/LNCEL-12"
"","NOKIA SIEMENS","103398","19","HNT734","HNT734I4BL",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103398/LNBTS-103398/LNCEL-19"
"","NOKIA SIEMENS","521364","11","VUTT13","VUTT13M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521364/LNBTS-521364/LNCEL-11"
"","NOKIA SIEMENS","380030","11","LSCL01","LSCL01M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-380030/LNBTS-380030/LNCEL-11"
"","NOKIA SIEMENS","160077","12","QNQN97","QNQN97M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160077/LNBTS-160077/LNCEL-12"
"","NOKIA SIEMENS","380208","13","LSTD22","LSTD22M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-380208/LNBTS-380208/LNCEL-13"
"","NOKIA SIEMENS","542458","13","BPCT07","BPCT07M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-542458/LNBTS-542458/LNCEL-13"
"","NOKIA SIEMENS","160135","11","QNLS03","QNLS03S4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160135/LNBTS-160135/LNCEL-11"
"","NOKIA SIEMENS","102272","11","HHB189","HHB189C4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102272/LNBTS-102272/LNCEL-11"
"","NOKIA SIEMENS","531683","12","BDTM32","BDTM32M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531683/LNBTS-531683/LNCEL-12"
"","NOKIA SIEMENS","100471","18","HHD016","HHD016I4BK",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100471/LNBTS-100471/LNCEL-18"
"","NOKIA SIEMENS","702947","12","TGCB67","TGCB67M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702947/LNBTS-702947/LNCEL-12"
"","NOKIA SIEMENS","480522","12","DLBT08","DLBT08M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480522/LNBTS-480522/LNCEL-12"
"","NOKIA SIEMENS","532079","11","BDTA28","BDTA28M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-532079/LNBTS-532079/LNCEL-11"
"","NOKIA SIEMENS","521092","18","VUVT92","VUVT92M4CB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521092/LNBTS-521092/LNCEL-18"
"","NOKIA SIEMENS","532624","18","BDTA1H","BDTA1HM4CB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-532624/LNBTS-532624/LNCEL-18"
"","NOKIA SIEMENS","102169","21","HDD107","HDD107I4BK",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102169/LNBTS-102169/LNCEL-21"
"","NOKIA SIEMENS","190115","13","DB_DBN_NUA_NGAM","DB_DBN_NUA_NGAM_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190115/LNBTS-190115/LNCEL-13"
