"CELL_NODE_ID","VENDOR","NODEID","CELLID","NODENAME","CELLNAME","DATEADDED","OBJECTNAME"
"","NOKIA SIEMENS","380035","12","LSCL11","LSCL11M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-380035/LNBTS-380035/LNCEL-12"
"","NOKIA SIEMENS","114919","13","HTD018","HTD018M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-114919/LNBTS-114919/LNCEL-13"
"","NOKIA SIEMENS","160351","11","QNMD26","QNMD26M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160351/LNBTS-160351/LNCEL-11"
"","NOKIA SIEMENS","522436","19","VUTT90","VUTT90M4CC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-522436/LNBTS-522436/LNCEL-19"
"","NOKIA SIEMENS","532534","12","BDTA1L","BDTA1LC4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-532534/LNBTS-532534/LNCEL-12"
"","NOKIA SIEMENS","480127","11","DLKA23","DLKA23M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480127/LNBTS-480127/LNCEL-11"
"","NOKIA SIEMENS","130076","12","BDTS19","BDTS19M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130076/LNBTS-130076/LNCEL-12"
"","NOKIA SIEMENS","500335","13","KHNT4E","KHNT4EM4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500335/LNBTS-500335/LNCEL-13"
"","NOKIA SIEMENS","594940","11","NTPR36","NTPR36M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-594940/LNBTS-594940/LNCEL-11"
"","NOKIA SIEMENS","330057","13","CBG_BLC_THUONG_HA","CBG_BLC_THUONG_HA_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-330057/LNBTS-330057/LNCEL-13"
"","NOKIA SIEMENS","531824","12","BDDT23","BDDT23M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531824/LNBTS-531824/LNCEL-12"
"","NOKIA SIEMENS","605451","13","TYCT00","TYCT00M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-605451/LNBTS-605451/LNCEL-13"
"","NOKIA SIEMENS","220148","13","LU_TDG_TAM_DUONG_4","LU_TDG_TAM_DUONG_4_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-220148/LNBTS-220148/LNCEL-13"
"","NOKIA SIEMENS","130327","13","BDPM50","BDPM50M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130327/LNBTS-130327/LNCEL-13"
"","NOKIA SIEMENS","340037","11","HGG_QBA_DEO_CONG_TROI","HGG_QBA_DEO_CONG_TROI_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-340037/LNBTS-340037/LNCEL-11"
"","NOKIA SIEMENS","602297","13","TYBC32","TYBC32C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-602297/LNBTS-602297/LNCEL-13"
"","NOKIA SIEMENS","100496","14","HHI019","HHI019M4BS",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100496/LNBTS-100496/LNCEL-14"
"","NOKIA SIEMENS","490167","13","GLCS45","GLCS45M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490167/LNBTS-490167/LNCEL-13"
"","NOKIA SIEMENS","100908","13","HTX098","HTX098M4BC",08-DEC-22 00:00:00,"PLMN-PLMN/MRBTS-100908/LNBTS-100908/LNCEL-13"
"","NOKIA SIEMENS","150270","13","QADX22","QADX22M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150270/LNBTS-150270/LNCEL-13"
"","NOKIA SIEMENS","101881","11","HTO701","HTO701I4BJ",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101881/LNBTS-101881/LNCEL-11"
"","NOKIA SIEMENS","530417","13","BDDA96","BDDA96C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-530417/LNBTS-530417/LNCEL-13"
"","NOKIA SIEMENS","563360","11","DNXL09","DNXL09M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-563360/LNBTS-563360/LNCEL-11"
"","NOKIA SIEMENS","150474","11","QANT77","QANT77M4BA",25-APR-22 00:00:00,"PLMN-PLMN/MRBTS-150474/LNBTS-150474/LNCEL-11"
"","NOKIA SIEMENS","705511","13","TGCY41","TGCY41M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-705511/LNBTS-705511/LNCEL-13"
"","NOKIA SIEMENS","170224","13","QTHL04","QTHL04M4BC",27-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170224/LNBTS-170224/LNCEL-13"
"","NOKIA SIEMENS","150199","11","QANT53","QANT53M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150199/LNBTS-150199/LNCEL-11"
"","NOKIA SIEMENS","391030","11","QHYH22","QHYH22M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-391030/LNBTS-391030/LNCEL-11"
"","NOKIA SIEMENS","586369","13","LATT33","LATT33M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-586369/LNBTS-586369/LNCEL-13"
"","NOKIA SIEMENS","702922","12","TGMT69","TGMT69M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702922/LNBTS-702922/LNCEL-12"
"","NOKIA SIEMENS","521357","22","VUTT06","VUTT06E_LTE",02-JUL-21 00:00:00,"PLMN-PLMN/MRBTS-521357/LNBTS-521357/LNCEL-22"
"","NOKIA SIEMENS","542388","12","BPDA37","BPDA37M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-542388/LNBTS-542388/LNCEL-12"
"","NOKIA SIEMENS","103082","12","H2_MDC_PHUNG_XA_3","H2_MDC_PHUNG_XA_3_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103082/LNBTS-103082/LNCEL-12"
"","NOKIA SIEMENS","190129","12","DB_DBN_THANH_NUA","DB_DBN_THANH_NUA_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190129/LNBTS-190129/LNCEL-12"
"","NOKIA SIEMENS","170235","11","QTHL29","QTHL29M4BA",13-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170235/LNBTS-170235/LNCEL-11"
"","NOKIA SIEMENS","101391","13","HHB173","HHB173M4BC",08-SEP-23 00:00:00,"PLMN-PLMN/MRBTS-101391/LNBTS-101391/LNCEL-13"
"","NOKIA SIEMENS","605663","12","TYTB12","TYTB12M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-605663/LNBTS-605663/LNCEL-12"
"","NOKIA SIEMENS","170237","12","QTHL41","QTHL41M4BB",15-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170237/LNBTS-170237/LNCEL-12"
"","NOKIA SIEMENS","170087","11","QTDH57","QTDH57M4BA",07-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170087/LNBTS-170087/LNCEL-11"
"","NOKIA SIEMENS","480074","11","DLBH30","DLBH30M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480074/LNBTS-480074/LNCEL-11"
"","NOKIA SIEMENS","160221","12","QNTN32","QNTN32M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160221/LNBTS-160221/LNCEL-12"
"","NOKIA SIEMENS","100774","11","HNT090","HNT090M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100774/LNBTS-100774/LNCEL-11"
"","NOKIA SIEMENS","470180","13","DGDM04","DGDM04M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-470180/LNBTS-470180/LNCEL-13"
"","NOKIA SIEMENS","190228","12","DB_DBN_TAY_TRANG","DB_DBN_TAY_TRANG_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190228/LNBTS-190228/LNCEL-12"
"","NOKIA SIEMENS","120613","13","DNLC67","DNLC67M4BC",20-APR-22 09:02:36,"PLMN-PLMN/MRBTS-120613/LNBTS-120613/LNCEL-13"
"","NOKIA SIEMENS","520132","12","VUVTA8","VUVTA8M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-520132/LNBTS-520132/LNCEL-12"
"","NOKIA SIEMENS","390084","12","QHMC46","QHMC46M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390084/LNBTS-390084/LNCEL-12"
"","NOKIA SIEMENS","180185","11","HUHA06","HUHA06M4BA",10-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180185/LNBTS-180185/LNCEL-11"
"","NOKIA SIEMENS","180414","11","HUPV58","HUPV58M4BA",21-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180414/LNBTS-180414/LNCEL-11"
"","NOKIA SIEMENS","554059","12","PTTP33","PTTP33M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-554059/LNBTS-554059/LNCEL-12"
"","NOKIA SIEMENS","521405","13","VUCD04","VUCD04C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521405/LNBTS-521405/LNCEL-13"
"","NOKIA SIEMENS","500278","12","KHNH23","KHNH23C4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500278/LNBTS-500278/LNCEL-12"
"","NOKIA SIEMENS","114643","13","HTB142","HTB142C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-114643/LNBTS-114643/LNCEL-13"
"","NOKIA SIEMENS","340124","12","HGG_VXN_THUAN_HOA_2","HGG_VXN_THUAN_HOA_2_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-340124/LNBTS-340124/LNCEL-12"
"","NOKIA SIEMENS","562710","19","DNBH09","DNBH09M4CC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-562710/LNBTS-562710/LNCEL-19"
"","NOKIA SIEMENS","230158","11","LC_LCI_QUANG_KIM_3","LC_LCI_QUANG_KIM_3_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-230158/LNBTS-230158/LNCEL-11"
"","NOKIA SIEMENS","553707","11","PTHT06","PTHT06M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-553707/LNBTS-553707/LNCEL-11"
"","NOKIA SIEMENS","102135","11","HN_DAH_DAO_THUC","HN_DAH_DAO_THUC_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102135/LNBTS-102135/LNCEL-11"
"","NOKIA SIEMENS","605809","12","TYGD43","TYGD43M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-605809/LNBTS-605809/LNCEL-12"
"","NOKIA SIEMENS","230115","12","LC_BTG_TRI_QUANG","LC_BTG_TRI_QUANG_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-230115/LNBTS-230115/LNCEL-12"
"","NOKIA SIEMENS","180325","11","HUPV24","HUPV24M4BA",17-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180325/LNBTS-180325/LNCEL-11"
"","NOKIA SIEMENS","115657","11","HCC056","HCC056M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115657/LNBTS-115657/LNCEL-11"
"","NOKIA SIEMENS","470236","12","DGTD20","DGTD20M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-470236/LNBTS-470236/LNCEL-12"
"","NOKIA SIEMENS","100559","14","HHI136","HHI136M4BS",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100559/LNBTS-100559/LNCEL-14"
"","NOKIA SIEMENS","470153","12","DGKN11","DGKN11M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-470153/LNBTS-470153/LNCEL-12"
"","NOKIA SIEMENS","562952","13","DNDQ01","DNDQ01M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-562952/LNBTS-562952/LNCEL-13"
"","NOKIA SIEMENS","480124","12","DLES01","DLES01M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480124/LNBTS-480124/LNCEL-12"
"","NOKIA SIEMENS","102641","11","H2_UHA_THAI_BINH","H2_UHA_THAI_BINH_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102641/LNBTS-102641/LNCEL-11"
"","NOKIA SIEMENS","531762","12","BDBB02","BDBB02M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531762/LNBTS-531762/LNCEL-12"
"","NOKIA SIEMENS","115256","13","HGV155","HGV155C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115256/LNBTS-115256/LNCEL-13"
"","NOKIA SIEMENS","180325","12","HUPV24","HUPV24M4BB",17-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180325/LNBTS-180325/LNCEL-12"
"","NOKIA SIEMENS","563234","11","DNTN33","DNTN33M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-563234/LNBTS-563234/LNCEL-11"
"","NOKIA SIEMENS","470160","13","DGKN24","DGKN24M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-470160/LNBTS-470160/LNCEL-13"
"","NOKIA SIEMENS","115982","13","HHM181","HHM181C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115982/LNBTS-115982/LNCEL-13"
"","NOKIA SIEMENS","702671","13","TGCT19","TGCT19M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702671/LNBTS-702671/LNCEL-13"
"","NOKIA SIEMENS","390973","11","QHHL1H","QHHL1HC4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390973/LNBTS-390973/LNCEL-11"
"","NOKIA SIEMENS","390550","12","QHDH00","QHDH00M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390550/LNBTS-390550/LNCEL-12"
"","NOKIA SIEMENS","190112","12","DB_DBN_NA_TAU_3","DB_DBN_NA_TAU_3_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190112/LNBTS-190112/LNCEL-12"
"","NOKIA SIEMENS","115089","13","HTD177","HTD177M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115089/LNBTS-115089/LNCEL-13"
"","NOKIA SIEMENS","100302","11","HDD112","HDD112M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100302/LNBTS-100302/LNCEL-11"
"","NOKIA SIEMENS","130337","11","BDQN62","BDQN62M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130337/LNBTS-130337/LNCEL-11"
"","NOKIA SIEMENS","531961","11","BDPG10","BDPG10M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531961/LNBTS-531961/LNCEL-11"
"","NOKIA SIEMENS","150423","11","QADX40","QADX40M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150423/LNBTS-150423/LNCEL-11"
"","NOKIA SIEMENS","115183","12","HGV082","HGV082M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115183/LNBTS-115183/LNCEL-12"
"","NOKIA SIEMENS","140201","11","PYPH31","PYPH31M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-140201/LNBTS-140201/LNCEL-11"
"","NOKIA SIEMENS","521080","13","VUVT80","VUVT80M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521080/LNBTS-521080/LNCEL-13"
"","NOKIA SIEMENS","115311","12","HGV210","HGV210I4BB",29-DEC-22 00:00:00,"PLMN-PLMN/MRBTS-115311/LNBTS-115311/LNCEL-12"
"","NOKIA SIEMENS","130236","13","BDQN55","BDQN55M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130236/LNBTS-130236/LNCEL-13"
"","NOKIA SIEMENS","130024","12","BDAN01","BDAN01M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130024/LNBTS-130024/LNCEL-12"
"","NOKIA SIEMENS","103114","12","HPX007","HPX007C4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103114/LNBTS-103114/LNCEL-12"
"","NOKIA SIEMENS","101441","13","HHK185","HHK185M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101441/LNBTS-101441/LNCEL-13"
"","NOKIA SIEMENS","605341","13","TYTN40","TYTN40M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-605341/LNBTS-605341/LNCEL-13"
"","NOKIA SIEMENS","115873","12","HHM072","HHM072M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115873/LNBTS-115873/LNCEL-12"
"","NOKIA SIEMENS","100439","17","HHD708","HHD708I4BJ",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100439/LNBTS-100439/LNCEL-17"
"","NOKIA SIEMENS","100518","13","HHI058","HHI058M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100518/LNBTS-100518/LNCEL-13"
"","NOKIA SIEMENS","120102","11","DNLC20","DNLC20M4BA",20-APR-22 09:02:36,"PLMN-PLMN/MRBTS-120102/LNBTS-120102/LNCEL-11"
"","NOKIA SIEMENS","100130","17","HBD082","HBD082I4BJ",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100130/LNBTS-100130/LNCEL-17"
"","NOKIA SIEMENS","562851","17","DNBH4F","DNBH4FM4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-562851/LNBTS-562851/LNCEL-17"
"","NOKIA SIEMENS","500165","13","KHKS01","KHKS01M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500165/LNBTS-500165/LNCEL-13"
"","NOKIA SIEMENS","101887","16","HHD821","HHD821M4BC",13-SEP-22 09:03:15,"PLMN-PLMN/MRBTS-101887/LNBTS-101887/LNCEL-16"
"","NOKIA SIEMENS","563007","11","DNLK06","DNLK06M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-563007/LNBTS-563007/LNCEL-11"
"","NOKIA SIEMENS","180104","11","HUHT05","HUHT05M4BA",13-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180104/LNBTS-180104/LNCEL-11"
"","NOKIA SIEMENS","102547","12","H2_TOI_XUAN_DUONG","H2_TOI_XUAN_DUONG_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102547/LNBTS-102547/LNCEL-12"
"","NOKIA SIEMENS","500377","12","KHCL09","KHCL09M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500377/LNBTS-500377/LNCEL-12"
"","NOKIA SIEMENS","500504","13","KHCL41","KHCL41M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500504/LNBTS-500504/LNCEL-13"
"","NOKIA SIEMENS","113642","13","H12041","H12041M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-113642/LNBTS-113642/LNCEL-13"
"","NOKIA SIEMENS","150213","11","QATB13","QATB13M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150213/LNBTS-150213/LNCEL-11"
"","NOKIA SIEMENS","490216","11","GLIG47","GLIG47C4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490216/LNBTS-490216/LNCEL-11"
"","NOKIA SIEMENS","563060","17","DNLT09","DNLT09M4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-563060/LNBTS-563060/LNCEL-17"
"","NOKIA SIEMENS","150121","13","QATB11","QATB11M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150121/LNBTS-150121/LNCEL-13"
"","NOKIA SIEMENS","490153","13","GLCR29","GLCR29M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490153/LNBTS-490153/LNCEL-13"
"","NOKIA SIEMENS","115283","13","HGV182","HGV182M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115283/LNBTS-115283/LNCEL-13"
"","NOKIA SIEMENS","170226","12","QTHL07","QTHL07M4BB",17-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170226/LNBTS-170226/LNCEL-12"
"","NOKIA SIEMENS","101414","13","HHC028","HHC028C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101414/LNBTS-101414/LNCEL-13"
"","NOKIA SIEMENS","574119","13","LDDA19","LDDA19M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-574119/LNBTS-574119/LNCEL-13"
"","NOKIA SIEMENS","104004","13","HN_GLM_S123_VINHOMES_OCEANPARK_IBC","HN_GLM_S123_VINHOMES_OCEANPARK_IBC_I4BJ",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-104004/LNBTS-104004/LNCEL-13"
"","NOKIA SIEMENS","390218","11","QHHL5A","QHHL5AM4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390218/LNBTS-390218/LNCEL-11"
"","NOKIA SIEMENS","101293","13","HDD215","HDD215M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101293/LNBTS-101293/LNCEL-13"
"","NOKIA SIEMENS","521050","16","VUVT49","VUVT49M4BF",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521050/LNBTS-521050/LNCEL-16"
"","NOKIA SIEMENS","380080","13","LSHL19","LSHL19M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-380080/LNBTS-380080/LNCEL-13"
"","NOKIA SIEMENS","532099","13","BDTA95","BDTA95C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-532099/LNBTS-532099/LNCEL-13"
"","NOKIA SIEMENS","120577","12","DNHC60","DNHC60M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-120577/LNBTS-120577/LNCEL-12"
"","NOKIA SIEMENS","380159","13","LSLB05","LSLB05M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-380159/LNBTS-380159/LNCEL-13"
"","NOKIA SIEMENS","480350","11","DLBT2J","DLBT2JM4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480350/LNBTS-480350/LNCEL-11"
"","NOKIA SIEMENS","180322","11","HUPV12","HUPV12M4BA",13-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180322/LNBTS-180322/LNCEL-11"
"","NOKIA SIEMENS","180408","12","HUPL71","HUPL71M4BB",13-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180408/LNBTS-180408/LNCEL-12"
"","NOKIA SIEMENS","490163","11","GLCS38","GLCS38M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490163/LNBTS-490163/LNCEL-11"
"","NOKIA SIEMENS","490335","11","GLCR41","GLCR41M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490335/LNBTS-490335/LNCEL-11"
"","NOKIA SIEMENS","101673","13","HTI017","HTI017M4BC",23-DEC-22 00:00:00,"PLMN-PLMN/MRBTS-101673/LNBTS-101673/LNCEL-13"
"","NOKIA SIEMENS","390178","11","QHDT40","QHDT40M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390178/LNBTS-390178/LNCEL-11"
"","NOKIA SIEMENS","702537","12","TGGT09","TGGT09M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702537/LNBTS-702537/LNCEL-12"
"","NOKIA SIEMENS","150440","11","QAHD22","QAHD22M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150440/LNBTS-150440/LNCEL-11"
"","NOKIA SIEMENS","115220","13","HGV119","HGV119M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115220/LNBTS-115220/LNCEL-13"
"","NOKIA SIEMENS","170003","13","QTDH05","QTDH05M4BC",09-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170003/LNBTS-170003/LNCEL-13"
"","NOKIA SIEMENS","542306","11","BPHQ05","BPHQ05M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-542306/LNBTS-542306/LNCEL-11"
"","NOKIA SIEMENS","102145","13","HN_DAH_THON_CAU_CA","HN_DAH_THON_CAU_CA_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102145/LNBTS-102145/LNCEL-13"
"","NOKIA SIEMENS","531902","13","BDDA79","BDDA79M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531902/LNBTS-531902/LNCEL-13"
"","NOKIA SIEMENS","103442","13","HNT179","HNT179M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103442/LNBTS-103442/LNCEL-13"
"","NOKIA SIEMENS","101314","13","HN_GLM_BAT_TRANG","HN_GLM_BAT_TRANG_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101314/LNBTS-101314/LNCEL-13"
"","NOKIA SIEMENS","190141","13","DB_DBD_MUONG_LUAN","DB_DBD_MUONG_LUAN_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190141/LNBTS-190141/LNCEL-13"
"","NOKIA SIEMENS","531422","19","BDTU33","BDTU33M4CC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531422/LNBTS-531422/LNCEL-19"
"","NOKIA SIEMENS","531766","11","BDBB05","BDBB05M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531766/LNBTS-531766/LNCEL-11"
"","NOKIA SIEMENS","130218","12","BDQN1N","BDQN1NM4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130218/LNBTS-130218/LNCEL-12"
"","NOKIA SIEMENS","102302","11","HHK800","HHK800C4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102302/LNBTS-102302/LNCEL-11"
"","NOKIA SIEMENS","532245","19","BDDA67","BDDA67M4CC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-532245/LNBTS-532245/LNCEL-19"
"","NOKIA SIEMENS","563174","11","DNTP23","DNTP23M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-563174/LNBTS-563174/LNCEL-11"
"","NOKIA SIEMENS","595211","13","NTTB11","NTTB11M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-595211/LNBTS-595211/LNCEL-13"
"","NOKIA SIEMENS","702525","12","TGGD07","TGGD07M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702525/LNBTS-702525/LNCEL-12"
"","NOKIA SIEMENS","470010","11","DGDS21","DGDS21M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-470010/LNBTS-470010/LNCEL-11"
"","NOKIA SIEMENS","190174","11","DB_MAG_BUNG_LAO","DB_MAG_BUNG_LAO_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190174/LNBTS-190174/LNCEL-11"
"","NOKIA SIEMENS","130004","12","BDQN07","BDQN07M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130004/LNBTS-130004/LNCEL-12"
"","NOKIA SIEMENS","390711","13","QHMC60","QHMC60M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390711/LNBTS-390711/LNCEL-13"
"","NOKIA SIEMENS","500382","15","KHCL46","KHCL46M4CB",28-SEP-23 00:00:00,"PLMN-PLMN/MRBTS-500382/LNBTS-500382/LNCEL-15"
"","NOKIA SIEMENS","103281","17","HNT036","HNT036I4BJ",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103281/LNBTS-103281/LNCEL-17"
"","NOKIA SIEMENS","500088","11","KHNT84","KHNT84M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500088/LNBTS-500088/LNCEL-11"
