"REGION","CODE","PROVINCE","MARKS","DISTRICT","LOCATION","BRANCH","DISTRICT_NAME","ID","DEPT","TEAM","GROUPS","LENGTH_CODE"
"MN","TGCT73","Tỉnh Đồng Tháp","","Xã Vĩnh Kim","","","",7893,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT82","Tỉnh Đồng Tháp","","Xã Vĩnh Kim","","","",7894,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT84","Tỉnh Đồng Tháp","","Xã Vĩnh Kim","","","",7895,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCTX3","Tỉnh Đồng Tháp","","Xã Vĩnh Kim","","","",7896,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT02","Tỉnh Đồng Tháp","","Xã Kim Sơn","","","",7897,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT09","Tỉnh Đồng Tháp","","Xã Kim Sơn","","","",7898,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT16","Tỉnh Đồng Tháp","","Xã Kim Sơn","","","",7899,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT43","Tỉnh Đồng Tháp","","Xã Kim Sơn","","","",7900,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT45","Tỉnh Đồng Tháp","","Xã Kim Sơn","","","",7901,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT51","Tỉnh Đồng Tháp","","Xã Kim Sơn","","","",7902,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT60","Tỉnh Đồng Tháp","","Xã Kim Sơn","","","",7903,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT67","Tỉnh Đồng Tháp","","Xã Kim Sơn","","","",7904,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT69","Tỉnh Đồng Tháp","","Xã Kim Sơn","","","",7905,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT70","Tỉnh Đồng Tháp","","Xã Kim Sơn","","","",7906,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT01","Tỉnh Đồng Tháp","","Xã Bình Trưng","","","",7907,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT28","Tỉnh Đồng Tháp","","Xã Bình Trưng","","","",7908,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT36","Tỉnh Đồng Tháp","","Xã Bình Trưng","","","",7909,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT37","Tỉnh Đồng Tháp","","Xã Bình Trưng","","","",7910,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT39","Tỉnh Đồng Tháp","","Xã Bình Trưng","","","",7911,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT56","Tỉnh Đồng Tháp","","Xã Bình Trưng","","","",7912,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT68","Tỉnh Đồng Tháp","","Xã Bình Trưng","","","",7913,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCT71","Tỉnh Đồng Tháp","","Xã Bình Trưng","","","",7914,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCTX2","Tỉnh Đồng Tháp","","Xã Bình Trưng","","","",7915,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","LACT10","Tỉnh Đồng Tháp","","Xã Mỹ Tịnh An","","","",7916,"ĐVT Bình Dương","TVT Long An","",6
"MN","LACT28","Tỉnh Đồng Tháp","","Xã Mỹ Tịnh An","","","",7917,"ĐVT Bình Dương","TVT Long An","",6
"MN","TGCG15","Tỉnh Đồng Tháp","","Xã Mỹ Tịnh An","","","",7918,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG28","Tỉnh Đồng Tháp","","Xã Mỹ Tịnh An","","","",7919,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG30","Tỉnh Đồng Tháp","","Xã Mỹ Tịnh An","","","",7920,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG31","Tỉnh Đồng Tháp","","Xã Mỹ Tịnh An","","","",7921,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG39","Tỉnh Đồng Tháp","","Xã Mỹ Tịnh An","","","",7922,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG44","Tỉnh Đồng Tháp","","Xã Mỹ Tịnh An","","","",7923,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG53","Tỉnh Đồng Tháp","","Xã Mỹ Tịnh An","","","",7924,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCGX0","Tỉnh Đồng Tháp","","Xã Mỹ Tịnh An","","","",7925,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG63","Tỉnh Đồng Tháp","","Xã Lương Hòa Lạc","","","",7926,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG05","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7927,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG10","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7928,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG19","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7929,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG22","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7930,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG26","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7931,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG34","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7932,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG42","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7933,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG52","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7934,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG57","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7935,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG60","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7936,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCGX1","Tỉnh Đồng Tháp","","Xã Tân Thuận Bình","","","",7937,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG01","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7938,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG11","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7939,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG21","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7940,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG27","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7941,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG29","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7942,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG36","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7943,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG45","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7944,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG48","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7945,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG51","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7946,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG54","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7947,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG56","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7948,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG62","Tỉnh Đồng Tháp","","Xã Chợ Gạo","","","",7949,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG14","Tỉnh Đồng Tháp","","Xã An Thạnh Thủy","","","",7950,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG23","Tỉnh Đồng Tháp","","Xã An Thạnh Thủy","","","",7951,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG25","Tỉnh Đồng Tháp","","Xã An Thạnh Thủy","","","",7952,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG32","Tỉnh Đồng Tháp","","Xã An Thạnh Thủy","","","",7953,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG33","Tỉnh Đồng Tháp","","Xã An Thạnh Thủy","","","",7954,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG40","Tỉnh Đồng Tháp","","Xã An Thạnh Thủy","","","",7955,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG49","Tỉnh Đồng Tháp","","Xã An Thạnh Thủy","","","",7956,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG50","Tỉnh Đồng Tháp","","Xã An Thạnh Thủy","","","",7957,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG64","Tỉnh Đồng Tháp","","Xã An Thạnh Thủy","","","",7958,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG03","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7959,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG04","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7960,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG06","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7961,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG18","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7962,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG20","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7963,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG24","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7964,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG35","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7965,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG37","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7966,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG38","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7967,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG41","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7968,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG43","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7969,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG59","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7970,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MN","TGCG61","Tỉnh Đồng Tháp","","Xã Bình Ninh","","","",7971,"ĐVT Tiền Giang","TVT Tiền Giang","",6
"MB","HDG_THA_CHO_HE","Tp Hải Phòng","","Xã Hà Đông","","","",7972,"ĐVT Hải Phòng","TVT Hải Dương","",14
"MB","HDG_THA_HOP_DUC","Tp Hải Phòng","","Xã Hà Đông","","","",7973,"ĐVT Hải Phòng","TVT Hải Dương","",15
"MB","HDG_THA_THANH_BINH_01R","Tp Hải Phòng","","Xã Hà Đông","","","",7974,"ĐVT Hải Phòng","TVT Hải Dương","",22
"MB","HDG_THA_THANH_CUONG","Tp Hải Phòng","","Xã Hà Đông","","","",7975,"ĐVT Hải Phòng","TVT Hải Dương","",19
"MB","HDG_THA_THANH_HONG","Tp Hải Phòng","","Xã Hà Đông","","","",7976,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_THA_THANH_HONG_2","Tp Hải Phòng","","Xã Hà Đông","","","",7977,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_THA_THANH_HONG_3","Tp Hải Phòng","","Xã Hà Đông","","","",7978,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_THA_TRUONG_THANH","Tp Hải Phòng","","Xã Hà Đông","","","",7979,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_THA_VINH_LAP","Tp Hải Phòng","","Xã Hà Đông","","","",7980,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_THA_VINH_LAP_2_01R","Tp Hải Phòng","","Xã Hà Đông","","","",7981,"ĐVT Hải Phòng","TVT Hải Dương","",22
"MB","HDG_CGG_CAM_DINH","Tp Hải Phòng","","Xã Cẩm Giang","","","",7982,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_CGG_CAM_HOANG","Tp Hải Phòng","","Xã Cẩm Giang","","","",7983,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_CGG_GA_CAM_GIANG","Tp Hải Phòng","","Xã Cẩm Giang","","","",7984,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_CGG_KIM_DOI","Tp Hải Phòng","","Xã Cẩm Giang","","","",7985,"ĐVT Hải Phòng","TVT Hải Dương","",15
"MB","HDG_CGG_KIM_GIANG","Tp Hải Phòng","","Xã Cẩm Giang","","","",7986,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_CGG_THACH_LOI","Tp Hải Phòng","","Xã Cẩm Giang","","","",7987,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","MBF_HDG_CGG_CAM_HOANG_3","Tp Hải Phòng","","Xã Cẩm Giang","","","",7988,"ĐVT Hải Phòng","TVT Hải Dương","",23
"MB","HDG_CGG_CAM_VAN","Tp Hải Phòng","","Xã Tuệ Tĩnh","","","",7989,"ĐVT Hải Phòng","TVT Hải Dương","",15
"MB","HDG_CGG_CAM_VU","Tp Hải Phòng","","Xã Tuệ Tĩnh","","","",7990,"ĐVT Hải Phòng","TVT Hải Dương","",14
"MB","HDG_CGG_DUC_CHINH","Tp Hải Phòng","","Xã Tuệ Tĩnh","","","",7991,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_CGG_DUC_CHINH_2","Tp Hải Phòng","","Xã Tuệ Tĩnh","","","",7992,"ĐVT Hải Phòng","TVT Hải Dương","",19
"MB","HDG_CGG_HOANG_LOC","Tp Hải Phòng","","Xã Tuệ Tĩnh","","","",7993,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_CGG_BROTHER_TAN_TRUONG_IBC","Tp Hải Phòng","","Xã Mao Điền","","","",7994,"ĐVT Hải Phòng","TVT Hải Dương","",30
"MB","HDG_CGG_CAM_DIEN","Tp Hải Phòng","","Xã Mao Điền","","","",7995,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_CGG_CAM_DONG","Tp Hải Phòng","","Xã Mao Điền","","","",7996,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_CGG_CAM_DONG_2","Tp Hải Phòng","","Xã Mao Điền","","","",7997,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_CGG_CAM_PHUC","Tp Hải Phòng","","Xã Mao Điền","","","",7998,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_CGG_CN_PHUC_DIEN","Tp Hải Phòng","","Xã Mao Điền","","","",7999,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_CGG_PHUC_XA","Tp Hải Phòng","","Xã Mao Điền","","","",8000,"ĐVT Hải Phòng","TVT Hải Dương","",15
"MB","HDG_CGG_PSDT_PHUC_DIEN_1","Tp Hải Phòng","","Xã Mao Điền","","","",8001,"ĐVT Hải Phòng","TVT Hải Dương","",24
"MB","HDG_CGG_PSDT_PHUC_DIEN_2","Tp Hải Phòng","","Xã Mao Điền","","","",8002,"ĐVT Hải Phòng","TVT Hải Dương","",24
"MB","HDG_CGG_PSDT_PHUC_DIEN_3","Tp Hải Phòng","","Xã Mao Điền","","","",8003,"ĐVT Hải Phòng","TVT Hải Dương","",24
"MB","HDG_CGG_PSDT_PHUC_DIEN_IBC","Tp Hải Phòng","","Xã Mao Điền","","","",8004,"ĐVT Hải Phòng","TVT Hải Dương","",26
"MB","HDG_CGG_PSDT_PHUC_DIEN_NHA_MAY4_IBC","Tp Hải Phòng","","Xã Mao Điền","","","",8005,"ĐVT Hải Phòng","TVT Hải Dương","",35
"MB","HDG_CGG_PSDT_TAN_TRUONG_1","Tp Hải Phòng","","Xã Mao Điền","","","",8006,"ĐVT Hải Phòng","TVT Hải Dương","",25
"MB","HDG_CGG_PSDT_TAN_TRUONG_2","Tp Hải Phòng","","Xã Mao Điền","","","",8007,"ĐVT Hải Phòng","TVT Hải Dương","",25
"MB","HDG_CGG_PSDT_TAN_TRUONG_3","Tp Hải Phòng","","Xã Mao Điền","","","",8008,"ĐVT Hải Phòng","TVT Hải Dương","",25
"MB","HDG_CGG_PSDT_TAN_TRUONG_4","Tp Hải Phòng","","Xã Mao Điền","","","",8009,"ĐVT Hải Phòng","TVT Hải Dương","",25
"MB","HDG_CGG_PSDT_TAN_TRUONG_5","Tp Hải Phòng","","Xã Mao Điền","","","",8010,"ĐVT Hải Phòng","TVT Hải Dương","",25
"MB","HDG_CGG_PSDT_TAN_TRUONG_IBC","Tp Hải Phòng","","Xã Mao Điền","","","",8011,"ĐVT Hải Phòng","TVT Hải Dương","",27
"MB","HDG_CGG_TAN_TRUONG","Tp Hải Phòng","","Xã Mao Điền","","","",8012,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_CGG_TAN_TRUONG_2","Tp Hải Phòng","","Xã Mao Điền","","","",8013,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_CGG_CAM_GIANG","Tp Hải Phòng","","Xã Cẩm Giàng","","","",8014,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_CGG_CAM_GIANG_2","Tp Hải Phòng","","Xã Cẩm Giàng","","","",8015,"ĐVT Hải Phòng","TVT Hải Dương","",19
"MB","HDG_CGG_CAM_HUNG","Tp Hải Phòng","","Xã Cẩm Giàng","","","",8016,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_CGG_DONG_GIAO","Tp Hải Phòng","","Xã Cẩm Giàng","","","",8017,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_CGG_NGOC_LIEN","Tp Hải Phòng","","Xã Cẩm Giàng","","","",8018,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","MBF_HDG_CGG_CAM_HUNG_2","Tp Hải Phòng","","Xã Cẩm Giàng","","","",8019,"ĐVT Hải Phòng","TVT Hải Dương","",22
"MB","HDG_BGG_HUNG_THANG","Tp Hải Phòng","","Xã Kẻ Sặt","","","",8020,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_BGG_KE_SAT","Tp Hải Phòng","","Xã Kẻ Sặt","","","",8021,"ĐVT Hải Phòng","TVT Hải Dương","",14
"MB","HDG_BGG_KE_SAT_2","Tp Hải Phòng","","Xã Kẻ Sặt","","","",8022,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_BGG_QUAN_GOI","Tp Hải Phòng","","Xã Kẻ Sặt","","","",8023,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_BGG_QUAN_GOI_01R","Tp Hải Phòng","","Xã Kẻ Sặt","","","",8024,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_BGG_TRANG_LIET","Tp Hải Phòng","","Xã Kẻ Sặt","","","",8025,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_BGG_VINH_HONG","Tp Hải Phòng","","Xã Kẻ Sặt","","","",8026,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_BGG_VINH_HONG_2","Tp Hải Phòng","","Xã Kẻ Sặt","","","",8027,"ĐVT Hải Phòng","TVT Hải Dương","",19
"MB","MBF_HDG_BGG_VINH_HONG_3","Tp Hải Phòng","","Xã Kẻ Sặt","","","",8028,"ĐVT Hải Phòng","TVT Hải Dương","",23
"MB","HDG_BGG_CO_BI","Tp Hải Phòng","","Xã Bình Giang","","","",8029,"ĐVT Hải Phòng","TVT Hải Dương","",13
"MB","HDG_BGG_HONG_KHE","Tp Hải Phòng","","Xã Bình Giang","","","",8030,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_BGG_LONG_XUYEN","Tp Hải Phòng","","Xã Bình Giang","","","",8031,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_BGG_TAN_VIET","Tp Hải Phòng","","Xã Bình Giang","","","",8032,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","MBF_HDG_BGG_HONG_KHE_2","Tp Hải Phòng","","Xã Bình Giang","","","",8033,"ĐVT Hải Phòng","TVT Hải Dương","",22
"MB","HDG_BGG_BINH_MINH","Tp Hải Phòng","","Xã Đường An","","","",8034,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_BGG_TAN_HONG","Tp Hải Phòng","","Xã Đường An","","","",8035,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_BGG_THAI_HOC","Tp Hải Phòng","","Xã Đường An","","","",8036,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_BGG_THAI_HOC_2","Tp Hải Phòng","","Xã Đường An","","","",8037,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_BGG_THUC_KHANG","Tp Hải Phòng","","Xã Đường An","","","",8038,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_BGG_THUC_KHANG_2","Tp Hải Phòng","","Xã Đường An","","","",8039,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_BGG_THUC_KHANG_3","Tp Hải Phòng","","Xã Đường An","","","",8040,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","MBF_HDG_BGG_TAN_HONG_2","Tp Hải Phòng","","Xã Đường An","","","",8041,"ĐVT Hải Phòng","TVT Hải Dương","",22
"MB","HDG_BGG_BINH_XUYEN","Tp Hải Phòng","","Xã Thượng Hồng","","","",8042,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_BGG_THAI_DUONG","Tp Hải Phòng","","Xã Thượng Hồng","","","",8043,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_BGG_THAI_DUONG_2_01R","Tp Hải Phòng","","Xã Thượng Hồng","","","",8044,"ĐVT Hải Phòng","TVT Hải Dương","",24
"MB","MBF_HDG_BGG_THAI_HOA","Tp Hải Phòng","","Xã Thượng Hồng","","","",8045,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_GLC_GIA_HOA","Tp Hải Phòng","","Xã Gia Lộc","","","",8046,"ĐVT Hải Phòng","TVT Hải Dương","",15
"MB","HDG_GLC_GIA_KHANH","Tp Hải Phòng","","Xã Gia Lộc","","","",8047,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_GLC_GIA_KHANH_2","Tp Hải Phòng","","Xã Gia Lộc","","","",8048,"ĐVT Hải Phòng","TVT Hải Dương","",19
"MB","HDG_GLC_GIA_LOC","Tp Hải Phòng","","Xã Gia Lộc","","","",8049,"ĐVT Hải Phòng","TVT Hải Dương","",15
"MB","HDG_GLC_GIA_LOC_2","Tp Hải Phòng","","Xã Gia Lộc","","","",8050,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_GLC_GIA_LOC_2_01R","Tp Hải Phòng","","Xã Gia Lộc","","","",8051,"ĐVT Hải Phòng","TVT Hải Dương","",21
"MB","HDG_GLC_GIA_LOC_3","Tp Hải Phòng","","Xã Gia Lộc","","","",8052,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_GLC_GIA_LUONG","Tp Hải Phòng","","Xã Gia Lộc","","","",8053,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_GLC_GIA_TAN","Tp Hải Phòng","","Xã Gia Lộc","","","",8054,"ĐVT Hải Phòng","TVT Hải Dương","",15
"MB","HDG_GLC_GIA_TAN_2","Tp Hải Phòng","","Xã Gia Lộc","","","",8055,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_GLC_TAN_TIEN","Tp Hải Phòng","","Xã Gia Lộc","","","",8056,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_GLC_GIA_HOA_2","Tp Hải Phòng","","Xã Yết Kiêu","","","",8057,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_GLC_LE_LOI_2","Tp Hải Phòng","","Xã Yết Kiêu","","","",8058,"ĐVT Hải Phòng","TVT Hải Dương","",16
"MB","HDG_GLC_THONG_NHAT","Tp Hải Phòng","","Xã Yết Kiêu","","","",8059,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_GLC_THONG_NHAT_2","Tp Hải Phòng","","Xã Yết Kiêu","","","",8060,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_GLC_TRUNG_KHANH","Tp Hải Phòng","","Xã Yết Kiêu","","","",8061,"ĐVT Hải Phòng","TVT Hải Dương","",19
"MB","HDG_GLC_YET_KIEU_2","Tp Hải Phòng","","Xã Yết Kiêu","","","",8062,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_GLC_YET_KIEU_3_01R","Tp Hải Phòng","","Xã Yết Kiêu","","","",8063,"ĐVT Hải Phòng","TVT Hải Dương","",22
"MB","HDG_GLC_DOAN_THUONG","Tp Hải Phòng","","Xã Gia Phúc","","","",8064,"ĐVT Hải Phòng","TVT Hải Dương","",19
"MB","HDG_GLC_DOAN_THUONG_2","Tp Hải Phòng","","Xã Gia Phúc","","","",8065,"ĐVT Hải Phòng","TVT Hải Dương","",21
"MB","HDG_GLC_HOANG_DIEU","Tp Hải Phòng","","Xã Gia Phúc","","","",8066,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MB","HDG_GLC_HOANG_DIEU_2","Tp Hải Phòng","","Xã Gia Phúc","","","",8067,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_GLC_HOANG_DIEU_3","Tp Hải Phòng","","Xã Gia Phúc","","","",8068,"ĐVT Hải Phòng","TVT Hải Dương","",20
"MB","HDG_GLC_HONG_HUNG","Tp Hải Phòng","","Xã Gia Phúc","","","",8069,"ĐVT Hải Phòng","TVT Hải Dương","",17
"MB","HDG_GLC_THONG_KENH","Tp Hải Phòng","","Xã Gia Phúc","","","",8070,"ĐVT Hải Phòng","TVT Hải Dương","",18
"MN","DGTD34","Tỉnh Lâm Đồng","","Xã Tuy Đức","","","",8071,"ĐVT Daklak","TVT DakNong","",6
"MN","DGDL01","Tỉnh Lâm Đồng","","Xã Kiến Đức","","","",8072,"ĐVT Daklak","TVT DakNong","",6
"MN","DGDL02","Tỉnh Lâm Đồng","","Xã Kiến Đức","","","",8073,"ĐVT Daklak","TVT DakNong","",6
"MN","DGDL09","Tỉnh Lâm Đồng","","Xã Kiến Đức","","","",8074,"ĐVT Daklak","TVT DakNong","",6
"MN","DGDL10","Tỉnh Lâm Đồng","","Xã Kiến Đức","","","",8075,"ĐVT Daklak","TVT DakNong","",6
