"OBJECTNAME","RNCNAME","RNCDESCRIPTION","WBTSNAME","BTSADDITIONALINFO","CELLNAME","CID","LAC","RAC","SAC","PRISCRCODE","UARFCN","URAID","RNCID","WBTSID","WCELID","OMCNAME","DATEADDED","BTSNAMEALT"
"PLMN-PLMN/RNC-63/WBTS-157/WCEL-2","RBDTM1N","","BDTU29","","BDTU29B","","","","","","","","63","157","2","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-37/WCEL-4","RVTVT1N","","VUVTL7","","VUVTL7D","","","","","","","","62","37","4","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-14/WCEL-9","RVTVT1N","","VUVTE1","","VUVTE1I","","","","","","","","62","14","9","",05-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-151/WCEL-3","RBDTM1N","","BDTU16","","BDTU16C","","","","","","","","63","151","3","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-663/WCEL-4","RBDTM1N","","BDBU28","","BDBU28D","","","","","","","","63","663","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-847/WCEL-7","RVTVT1N","","VUVTR2","","VUVTR2G","","","","","","","","62","847","7","",14-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-400/WCEL-5","RBDTM1N","","BDBC03","","BDBC03E","","","","","","","","63","400","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-173/WCEL-4","RBDTM1N","","BDBC1L","","BDBC1LD","","","","","","","","63","173","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-42/WCEL-6","RBDTM4N","","BDTA28","","BDTA28F","","","","","","","","608","42","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-42/WCEL-5","RBDTM4N","","BDTA28","","BDTA28E","","","","","","","","608","42","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-877/WCEL-4","RBDTM4N","","BDDA83","","BDDA83D","","","","","","","","608","877","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-874/WCEL-3","RBDTM4N","","BDDA78","","BDDA78C","","","","","","","","608","874","3","",09-NOV-20 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-156/WCEL-7","RVTVT3N","","VUXM00","","VUXM00G","","","","","","","","605","156","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-224/WCEL-1","RDNCL5N","","DNHV10","","DNHV10A","","","","","","","","333","224","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-83/WCEL-2","RDNCL5N","","DNLC1N","","DNLC1NB","","","","","","","","333","83","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-84/WCEL-1","RDNCL5N","","DNLC1P","","DNLC1PA","","","","","","","","333","84","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-1243/WCEL-2","RDNCL5N","","DNLC20","","DNLC20B","","","","","","","","333","1243","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-321/WBTS-388/WCEL-3","RDNTK1N","","QNNH02","","QNNH02C","","","","","","","","321","388","3","",01-DEC-22 09:03:33,""
"PLMN-PLMN/RNC-333/WBTS-1243/WCEL-11","RDNCL5N","","DNLC20","","DNLC20J","","","","","","","","333","1243","11","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-316/WCEL-3","RDNCL5N","","DNLC21","","DNLC21C","","","","","","","","333","316","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-319/WCEL-1","RDNCL5N","","DNLC28","","DNLC28A","","","","","","","","333","319","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-321/WCEL-1","RDNCL5N","","DNLC30","","DNLC30A","","","","","","","","333","321","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-321/WBTS-389/WCEL-1","RDNTK1N","","QNNH05","","QNNH05A","","","","","","","","321","389","1","",01-DEC-22 09:03:33,""
"PLMN-PLMN/RNC-333/WBTS-422/WCEL-12","RDNCL5N","","DNHV44","","DNHV44K","","","","","","","","333","422","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-321/WBTS-385/WCEL-6","RDNTK1N","","QNNH06","","QNNH06F","","","","","","","","321","385","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-349/WCEL-1","RDNCL5N","","DNLC40","","DNLC40A","","","","","","","","333","349","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-2050/WCEL-2","RDNCL5N","","DNHV64","","DNHV64B","","","","","","","","333","2050","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-1124/WCEL-1","RDNCL5N","","DNLC46","","DNLC46A","","","","","","","","333","1124","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-2345/WCEL-1","RDNCL5N","","DNHV75","","DNHV75A","","","","","","","","333","2345","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-321/WBTS-294/WCEL-1","RDNTK1N","","QNNH08","","QNNH08A","","","","","","","","321","294","1","",01-DEC-22 09:03:13,""
"PLMN-PLMN/RNC-322/WBTS-1801/WCEL-1","RDNST2N","","QATP41","","QATP41A","","","","","","","","322","1801","1","",01-DEC-22 09:01:46,""
"PLMN-PLMN/RNC-322/WBTS-1803/WCEL-2","RDNST2N","","QATP42","","QATP42B","","","","","","","","322","1803","2","",01-DEC-22 09:01:46,""
"PLMN-PLMN/RNC-322/WBTS-1803/WCEL-6","RDNST2N","","QATP42","","QATP42F","","","","","","","","322","1803","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1804/WCEL-5","RDNST2N","","QATP43","","QATP43E","","","","","","","","322","1804","5","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1806/WCEL-3","RDNST2N","","QATP44","","QATP44C","","","","","","","","322","1806","3","",01-DEC-22 09:01:46,""
"PLMN-PLMN/RNC-322/WBTS-1811/WCEL-1","RDNST2N","","QATP46","","QATP46A","","","","","","","","322","1811","1","",01-DEC-22 09:03:34,""
"PLMN-PLMN/RNC-371/WBTS-30/WCEL-1","RDNST11N","","QNBS02","","QNBS02A","","","","","","","","371","30","1","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-30/WCEL-2","RDNST11N","","QNBS02","","QNBS02B","","","","","","","","371","30","2","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-30/WCEL-6","RDNST11N","","QNBS02","","QNBS02F","","","","","","","","371","30","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-31/WCEL-2","RDNST11N","","QNBS03","","QNBS03B","","","","","","","","371","31","2","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-31/WCEL-3","RDNST11N","","QNBS03","","QNBS03C","","","","","","","","371","31","3","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-492/WCEL-5","RDNST11N","","QNSH07","","QNSH07E","","","","","","","","371","492","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-689/WCEL-6","RDNST11N","","QNSH08","","QNSH08F","","","","","","","","371","689","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-690/WCEL-4","RDNST11N","","QNSH10","","QNSH10D","","","","","","","","371","690","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-690/WCEL-5","RDNST11N","","QNSH10","","QNSH10E","","","","","","","","371","690","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-691/WCEL-5","RDNST11N","","QNSH13","","QNSH13E","","","","","","","","371","691","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-819/WCEL-4","RDNST11N","","QNSH14","","QNSH14D","","","","","","","","371","819","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-757/WCEL-2","RDNST11N","","QNSH16","","QNSH16B","","","","","","","","371","757","2","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-797/WCEL-2","RDNST11N","","QNSH17","","QNSH17B","","","","","","","","371","797","2","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-5/WCEL-1","RDNST11N","","QNSH18","","QNSH18A","","","","","","","","371","5","1","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-5/WCEL-2","RDNST11N","","QNSH18","","QNSH18B","","","","","","","","371","5","2","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-5/WCEL-5","RDNST11N","","QNSH18","","QNSH18E","","","","","","","","371","5","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-6/WCEL-1","RDNST11N","","QNSH19","","QNSH19A","","","","","","","","371","6","1","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-456/WCEL-1","RDNCL4N","","BDAL03","","BDAL03A","","","","","","","","336","456","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-542/WCEL-4","RDNCL4N","","BDHN57","","BDHN57D","","","","","","","","336","542","4","",03-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-539/WCEL-1","RDNCL4N","","BDHN54","","BDHN54A","","","","","","","","336","539","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-714/WCEL-1","RDNCL4N","","BDAL09","","BDAL09A","","","","","","","","336","714","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-714/WCEL-2","RDNCL4N","","BDAL09","","BDAL09B","","","","","","","","336","714","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-321/WBTS-434/WCEL-5","RDNTK1N","","QNNH10","","QNNH10E","","","","","","","","321","434","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-321/WBTS-296/WCEL-1","RDNTK1N","","QNNH14","","QNNH14A","","","","","","","","321","296","1","",01-DEC-22 09:03:13,""
"PLMN-PLMN/RNC-321/WBTS-296/WCEL-7","RDNTK1N","","QNNH14","","QNNH14G","","","","","","","","321","296","7","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-321/WBTS-296/WCEL-9","RDNTK1N","","QNNH14","","QNNH14I","","","","","","","","321","296","9","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-2345/WCEL-2","RDNCL5N","","DNHV75","","DNHV75B","","","","","","","","333","2345","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-321/WBTS-488/WCEL-2","RDNTK1N","","QNNH17","","QNNH17B","","","","","","","","321","488","2","",01-DEC-22 09:03:22,""
"PLMN-PLMN/RNC-333/WBTS-526/WCEL-3","RDNCL5N","","DNLC58","","DNLC58C","","","","","","","","333","526","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-527/WCEL-2","RDNCL5N","","DNLC59","","DNLC59B","","","","","","","","333","527","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-321/WBTS-658/WCEL-3","RDNTK1N","","QNNH21","","QNNH21C","","","","","","","","321","658","3","",01-DEC-22 09:03:28,""
"PLMN-PLMN/RNC-371/WBTS-32/WCEL-1","RDNST11N","","QNBS07","","QNBS07A","","","","","","","","371","32","1","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-32/WCEL-4","RDNST11N","","QNBS07","","QNBS07D","","","","","","","","371","32","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-32/WCEL-7","RDNST11N","","QNBS07","","QNBS07G","","","","","","","","371","32","7","",05-AUG-20 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-350/WCEL-5","RDNST11N","","QNBS08","","QNBS08E","","","","","","","","371","350","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-351/WCEL-2","RDNST11N","","QNBS09","","QNBS09B","","","","","","","","371","351","2","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-351/WCEL-8","RDNST11N","","QNBS09","","QNBS09H","","","","","","","","371","351","8","",05-AUG-20 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-418/WCEL-2","RDNST11N","","QNBS10","","QNBS10B","","","","","","","","371","418","2","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-418/WCEL-6","RDNST11N","","QNBS10","","QNBS10F","","","","","","","","371","418","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-33/WCEL-8","RDNST11N","","QNBS11","","QNBS11H","","","","","","","","371","33","8","",05-AUG-20 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-34/WCEL-4","RDNST11N","","QNBS12","","QNBS12D","","","","","","","","371","34","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-34/WCEL-5","RDNST11N","","QNBS12","","QNBS12E","","","","","","","","371","34","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-80/WCEL-4","RDNST11N","","QNBS13","","QNBS13D","","","","","","","","371","80","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-80/WCEL-5","RDNST11N","","QNBS13","","QNBS13E","","","","","","","","371","80","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-6/WCEL-5","RDNST11N","","QNSH19","","QNSH19E","","","","","","","","371","6","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-740/WCEL-7","RVLVL1N","","VLTB39","","VLTB39G","","","","","","","","411","740","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-740/WCEL-8","RVLVL1N","","VLTB39","","VLTB39H","","","","","","","","411","740","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-458/WCEL-5","RVLVL1N","","VLTB40","","VLTB40E","","","","","","","","411","458","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-458/WCEL-8","RVLVL1N","","VLTB40","","VLTB40H","","","","","","","","411","458","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-703/WCEL-3","RVLVL1N","","VLTB42","","VLTB42C","","","","","","","","411","703","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-703/WCEL-4","RVLVL1N","","VLTB42","","VLTB42D","","","","","","","","411","703","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-459/WCEL-4","RVLVL1N","","VLTB43","","VLTB43D","","","","","","","","411","459","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-459/WCEL-7","RVLVL1N","","VLTB43","","VLTB43G","","","","","","","","411","459","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-135/WCEL-5","RVLVL1N","","VLTB44","","VLTB44E","","","","","","","","411","135","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-93/WCEL-5","RVLVL1N","","VLTB46","","VLTB46E","","","","","","","","411","93","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-1/WCEL-7","RVTVT3N","","VUBR00","","VUBR00G","","","","","","","","605","1","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-478/WCEL-9","RVTVT3N","","VUBR01","","VUBR01I","","","","","","","","605","478","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1218/WCEL-3","RDNST13N","","QADB25","","QADB25C","","","","","","","","373","1218","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1218/WCEL-5","RDNST13N","","QADB25","","QADB25E","","","","","","","","373","1218","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1092/WCEL-2","RDNST13N","","QADB26","","QADB26B","","","","","","","","373","1092","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1092/WCEL-4","RDNST13N","","QADB26","","QADB26D","","","","","","","","373","1092","4","",25-APR-23 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1090/WCEL-1","RDNST3N","","QADX20","","QADX20A","","","","","","","","323","1090","1","",01-DEC-22 09:01:17,""
"PLMN-PLMN/RNC-323/WBTS-1090/WCEL-9","RDNST3N","","QADX20","","QADX20I","","","","","","","","323","1090","9","",19-MAY-21 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1485/WCEL-6","RDNST3N","","QADX21","","QADX21F","","","","","","","","323","1485","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1486/WCEL-4","RDNST3N","","QADX22","","QADX22D","","","","","","","","323","1486","4","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1486/WCEL-6","RDNST3N","","QADX22","","QADX22F","","","","","","","","323","1486","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1486/WCEL-8","RDNST3N","","QADX22","","QADX22H","","","","","","","","323","1486","8","",19-MAY-21 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1246/WCEL-4","RDNST3N","","QADX23","","QADX23D","","","","","","","","323","1246","4","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1246/WCEL-6","RDNST3N","","QADX23","","QADX23F","","","","","","","","323","1246","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1247/WCEL-3","RDNST3N","","QADX24","","QADX24C","","","","","","","","323","1247","3","",01-DEC-22 09:02:25,""
"PLMN-PLMN/RNC-323/WBTS-1247/WCEL-5","RDNST3N","","QADX24","","QADX24E","","","","","","","","323","1247","5","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-1333/WCEL-7","RDNST15N","","QADX25","","QADX25G","","","","","","","","376","1333","7","",29-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1626/WCEL-5","RDNST3N","","QADX26","","QADX26E","","","","","","","","323","1626","5","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1626/WCEL-8","RDNST3N","","QADX26","","QADX26H","","","","","","","","323","1626","8","",19-MAY-21 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1488/WCEL-3","RDNST3N","","QADX29","","QADX29C","","","","","","","","323","1488","3","",01-DEC-22 09:02:53,""
"PLMN-PLMN/RNC-323/WBTS-1488/WCEL-5","RDNST3N","","QADX29","","QADX29E","","","","","","","","323","1488","5","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1501/WCEL-6","RDNST2N","","QANT24","","QANT24F","","","","","","","","322","1501","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1170/WCEL-2","RDNST2N","","QANT27","","QANT27B","","","","","","","","322","1170","2","",01-DEC-22 09:00:52,""
"PLMN-PLMN/RNC-322/WBTS-1170/WCEL-6","RDNST2N","","QANT27","","QANT27F","","","","","","","","322","1170","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1257/WCEL-1","RDNST2N","","QANT28","","QANT28A","","","","","","","","322","1257","1","",01-DEC-22 09:01:47,""
"PLMN-PLMN/RNC-322/WBTS-1257/WCEL-2","RDNST2N","","QANT28","","QANT28B","","","","","","","","322","1257","2","",01-DEC-22 09:01:47,""
"PLMN-PLMN/RNC-322/WBTS-1257/WCEL-3","RDNST2N","","QANT28","","QANT28C","","","","","","","","322","1257","3","",01-DEC-22 09:01:47,""
"PLMN-PLMN/RNC-322/WBTS-1703/WCEL-4","RDNST2N","","QANT30","","QANT30D","","","","","","","","322","1703","4","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1104/WCEL-2","RDNST2N","","QANT31","","QANT31B","","","","","","","","322","1104","2","",01-DEC-22 09:01:25,""
"PLMN-PLMN/RNC-322/WBTS-1104/WCEL-4","RDNST2N","","QANT31","","QANT31D","","","","","","","","322","1104","4","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1104/WCEL-6","RDNST2N","","QANT31","","QANT31F","","","","","","","","322","1104","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1704/WCEL-1","RDNST2N","","QANT34","","QANT34A","","","","","","","","322","1704","1","",01-DEC-22 09:00:50,""
"PLMN-PLMN/RNC-322/WBTS-1503/WCEL-3","RDNST2N","","QANT36","","QANT36C","","","","","","","","322","1503","3","",01-DEC-22 09:01:44,""
"PLMN-PLMN/RNC-322/WBTS-1337/WCEL-1","RDNST2N","","QANT37","","QANT37A","","","","","","","","322","1337","1","",01-DEC-22 09:01:47,""
"PLMN-PLMN/RNC-323/WBTS-1804/WCEL-5","RDNST3N","","QATB1B","","QATB1BE","","","","","","","","323","1804","5","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1823/WCEL-1","RDNST3N","","QATB1C","","QATB1CA","","","","","","","","323","1823","1","",01-DEC-22 09:01:45,""
"PLMN-PLMN/RNC-323/WBTS-1840/WCEL-3","RDNST3N","","QATB1D","","QATB1DC","","","","","","","","323","1840","3","",01-DEC-22 09:01:45,""
"PLMN-PLMN/RNC-323/WBTS-1840/WCEL-5","RDNST3N","","QATB1D","","QATB1DE","","","","","","","","323","1840","5","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1842/WCEL-5","RDNST3N","","QATB1E","","QATB1EE","","","","","","","","323","1842","5","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1547/WCEL-2","RDNST3N","","QATB21","","QATB21B","","","","","","","","323","1547","2","",01-DEC-22 09:02:02,""
"PLMN-PLMN/RNC-323/WBTS-1549/WCEL-3","RDNST3N","","QATB23","","QATB23C","","","","","","","","323","1549","3","",01-DEC-22 09:02:02,""
"PLMN-PLMN/RNC-323/WBTS-1619/WCEL-1","RDNST3N","","QATB24","","QATB24A","","","","","","","","323","1619","1","",01-DEC-22 09:01:43,""
"PLMN-PLMN/RNC-323/WBTS-1550/WCEL-2","RDNST3N","","QATB25","","QATB25B","","","","","","","","323","1550","2","",01-DEC-22 09:02:02,""
"PLMN-PLMN/RNC-323/WBTS-1550/WCEL-7","RDNST3N","","QATB25","","QATB25G","","","","","","","","323","1550","7","",15-AUG-20 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1093/WCEL-5","RDNST13N","","QADB27","","QADB27E","","","","","","","","373","1093","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1093/WCEL-6","RDNST13N","","QADB27","","QADB27F","","","","","","","","373","1093","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1339/WCEL-2","RDNST13N","","QADB30","","QADB30B","","","","","","","","373","1339","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1452/WCEL-4","RDNST13N","","QADB32","","QADB32D","","","","","","","","373","1452","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1175/WCEL-2","RDNST13N","","QADB34","","QADB34B","","","","","","","","373","1175","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1175/WCEL-11","RDNST13N","","QADB34","","QADB34J","","","","","","","","373","1175","11","",21-OCT-23 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1229/WCEL-1","RDNST13N","","QADB35","","QADB35A","","","","","","","","373","1229","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1229/WCEL-4","RDNST13N","","QADB35","","QADB35D","","","","","","","","373","1229","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1248/WCEL-6","RDNST3N","","QADX30","","QADX30F","","","","","","","","323","1248","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1609/WCEL-4","RDNST3N","","QADX33","","QADX33D","","","","","","","","323","1609","4","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1615/WCEL-4","RDNST3N","","QADX35","","QADX35D","","","","","","","","323","1615","4","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1615/WCEL-8","RDNST3N","","QADX35","","QADX35H","","","","","","","","323","1615","8","",19-MAY-21 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1588/WCEL-3","RDNST3N","","QADX36","","QADX36C","","","","","","","","323","1588","3","",01-DEC-22 09:01:43,""
"PLMN-PLMN/RNC-323/WBTS-1588/WCEL-7","RDNST3N","","QADX36","","QADX36G","","","","","","","","323","1588","7","",19-MAY-21 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-768/WCEL-3","RDNST11N","","QNTB05","","QNTB05C","","","","","","","","371","768","3","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-768/WCEL-6","RDNST11N","","QNTB05","","QNTB05F","","","","","","","","371","768","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-725/WCEL-4","RDNST11N","","QNTB06","","QNTB06D","","","","","","","","371","725","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-175/WCEL-3","RDNST11N","","QNTB08","","QNTB08C","","","","","","","","371","175","3","",17-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-371/WBTS-175/WCEL-4","RDNST11N","","QNTB08","","QNTB08D","","","","","","","","371","175","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-2348/WCEL-1","RDNCL5N","","DNHV77","","DNHV77A","","","","","","","","333","2348","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-2360/WCEL-3","RDNCL5N","","DNHV81","","DNHV81C","","","","","","","","333","2360","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-626/WCEL-1","RDNCL5N","","DNLC64","","DNLC64A","","","","","","","","333","626","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-631/WCEL-2","RDNCL5N","","DNLC69","","DNLC69B","","","","","","","","333","631","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-321/WBTS-404/WCEL-7","RDNTK1N","","QNTN04","","QNTN04G","","","","","","","","321","404","7","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-333/WBTS-1659/WCEL-1","RDNCL5N","","DNHW03","","DNHW03A","","","","","","","","333","1659","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-684/WCEL-1","RCTCR7N","","CTOM43","","CTOM43A","","","","","","","","413","684","1","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-277/WCEL-5","RCTCR7N","","CTCD21","","CTCD21E","","","","","","","","413","277","5","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-53/WCEL-5","RCTCR7N","","CTPD12","","CTPD12E","","","","","","","","413","53","5","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-466/WCEL-5","RCTCR7N","","CTNK86","","CTNK86E","","","","","","","","413","466","5","",24-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-466/WCEL-3","RCTCR7N","","CTNK86","","CTNK86C","","","","","","","","413","466","3","",30-SEP-21 00:00:00,""
